"id","site","job_url","job_url_direct","title","company","location","date_posted","job_type","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","listing_type","emails","company_industry","company_url","company_url_direct","company_addresses","company_num_employees","company_revenue","skills","experience_range","company_rating","company_reviews_count","vacancy_count","work_from_home_type","searched_site","searched_location","search_term"
"in-6b13cc85365c36f1","indeed","https://www.indeed.com/viewjob?jk=6b13cc85365c36f1","https://app.careerswift.ai/apply?ashby_jid=0b5d6d45-1a75-4c7e-a9fc-21e0bd833335&utm_source=B0RrVQLKmx","QA / Test Engineer","CareerSwift","San Francisco, CA, US","2026-06-12","fulltime","direct_data","hourly",34.0,42.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Careerswift","","","","","","","","","","","indeed","San Francisco, CA","junior software engineer"
"in-ab4ba6664d2f39fa","indeed","https://www.indeed.com/viewjob?jk=ab4ba6664d2f39fa","https://homedepot.contacthr.com/152794770","Sr. Software Engineer (Remote)","The Home Depot","Austin, TX, US","2026-06-10","","direct_data","yearly",80000.0,180000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/The-Home-Depot","http://www.careers.homedepot.com","Atlanta, GA","10,000+","more than $10B (USD)","","","","","","","indeed","Austin, TX","junior software engineer"
"in-24af23323866d62b","indeed","https://www.indeed.com/viewjob?jk=24af23323866d62b","https://jobs.ashbyhq.com/kong/c7f6c09c-2f39-4818-9b11-5b69399dd1b2?utm_source=yYRxzO2Ypl","Staff Solutions Engineer - Northeast","KONG","Boston, MA, US","2026-06-09","fulltime","direct_data","yearly",220000.0,260000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Kong","http://kongcom.com.br","","","","","","","","","","indeed","Boston, MA","junior software engineer"
"in-4e2090cced16670b","indeed","https://www.indeed.com/viewjob?jk=4e2090cced16670b","https://apply.workable.com/j/A06E717744","Junior Software Engineer, AI-Forward","Texas Sports Academy Main","Austin, TX, US","2026-06-08","","","","","","",True,"","","","","","https://www.indeed.com/cmp/Texas-Sports-Academy-Main","","","","","","","","","","","indeed","Austin, TX","junior software engineer"
"in-731dfd555cf56cb1","indeed","https://www.indeed.com/viewjob?jk=731dfd555cf56cb1","https://jobs.dayforcehcm.com/en-US/aline/CANDIDATEPORTAL/jobs/1077","Engineering - Agentic AI Engineer (Junior)","Aline","Remote, US","2026-06-05","fulltime","direct_data","yearly",65000.0,80000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Aline","https://www.alineinc.com","Rancho Dominguez","11 to 50","","","","","","","","indeed","Remote","backend engineer internship"
"in-696789e036b43d55","indeed","https://www.indeed.com/viewjob?jk=696789e036b43d55","https://job-boards.greenhouse.io/codepath/jobs/5157922007","Talent Sourcer (Contract)","CodePath.org","Remote, US","2026-06-05","fulltime, contract","direct_data","yearly",60000.0,85000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Codepath.org","https://www.codepath.org","San Francisco","11 to 50","","","","","","","","indeed","Remote","software engineer internship"
"in-93d8282028be5ba1","indeed","https://www.indeed.com/viewjob?jk=93d8282028be5ba1","https://grnh.se/p1geu6ff9us","Staff Software Engineer","CareDx","Brisbane, CA, US","2026-06-04","fulltime","direct_data","yearly",140000.0,175000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Caredx","http://www.caredx.com","Brisbane, CA","501 to 1,000","$100M to $500M (USD)","","","","","","","indeed","San Francisco, CA","junior software engineer"
"in-9a4e559fc9cbb7a0","indeed","https://www.indeed.com/viewjob?jk=9a4e559fc9cbb7a0","https://homedepot.contacthr.com/152782475","Staff Systems Mainframe Engineer (Remote)","The Home Depot","Austin, TX, US","2026-06-03","","direct_data","yearly",90000.0,180000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/The-Home-Depot","http://www.careers.homedepot.com","Atlanta, GA","10,000+","more than $10B (USD)","","","","","","","indeed","Austin, TX","junior software engineer"
"in-e3b4846bcfce2ee0","indeed","https://www.indeed.com/viewjob?jk=e3b4846bcfce2ee0","https://grnh.se/up2aqdf92us","Senior Cloud Network Engineer (Remote)","Myriad360","New York, NY, US","2026-06-01","","direct_data","yearly",150000.0,160000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Myriad360","http://www.myriad360.com","New York, NY","51 to 200","$100M to $500M (USD)","","","","","","","indeed","New York, NY","junior software engineer"
"in-7d9075f0f0716e39","indeed","https://www.indeed.com/viewjob?jk=7d9075f0f0716e39","https://melodyarc.breezy.hr/p/47dc0671c612-software-development-engineer-3-sde-3?source=indeed","Software Development Engineer 3 (SDE 3)","","Remote, US","2026-06-01","fulltime","direct_data","yearly",150000.0,200000.0,"USD",True,"","","","","","","","","","","","","","","","","indeed","Remote","backend engineer internship"
"in-f619601035bd9d6c","indeed","https://www.indeed.com/viewjob?jk=f619601035bd9d6c","https://grnh.se/upd5q8it4us","Staff Software Engineer, Core Platform","Cribl","San Francisco, CA, US","2026-05-28","","direct_data","yearly",205000.0,245000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Cribl","https://cribl.io/","44 Tehama St, San Francisco, California 94105, US","201 to 500","","","","","","","","indeed","San Francisco, CA","junior software engineer"
"in-589898bdf69bdfb3","indeed","https://www.indeed.com/viewjob?jk=589898bdf69bdfb3","https://apply.workable.com/j/AFD4576E45","Thermal Mechanical Engineer","New Standard Partners LLC","Austin, TX, US","2026-05-28","","","","","","",True,"","","","","","https://www.indeed.com/cmp/New-Standard-Partners-LLC","","","","","","","","","","","indeed","Austin, TX","junior software engineer"
"in-5b17c92a6a8d4cb5","indeed","https://www.indeed.com/viewjob?jk=5b17c92a6a8d4cb5","https://ats.rippling.com/cs-erickson-careers/jobs/12f3b4f0-3572-432c-bce3-3eb879ce816c?jobSite=Indeed","Senior Low Voltage Estimator - Structured Cabling","CS Erickson","Georgetown, TX, US","2026-05-28","fulltime","","","","","",True,"","","","","","https://www.indeed.com/cmp/Cs-Erickson-2","https://cserickson.com/","719 Century Ave
Grand Rapids, MI 49503","201 to 500","","","","","","","","indeed","Austin, TX","junior software engineer"
"in-dd379d14e18e962c","indeed","https://www.indeed.com/viewjob?jk=dd379d14e18e962c","https://grnh.se/8yqmjng33us","Senior Software Engineer, Full-Stack","EPIC Kids","San Jose, CA, US","2026-05-28","","direct_data","yearly",160000.0,210000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Epic-Kids","","","","","","","","","","","indeed","San Francisco, CA","junior software engineer"
"li-4419906568","linkedin","https://www.linkedin.com/jobs/view/4419906568","","Junior Software Engineer (Remote)","PolicyMe","Ontario, Canada","2026-05-27","","","","","","",True,"","","","","","https://ca.linkedin.com/company/policymeinsurance","","","","","","","","","","","linkedin","Remote","junior software engineer"
"in-9a36f4e7e3db4f29","indeed","https://www.indeed.com/viewjob?jk=9a36f4e7e3db4f29","https://aembit.bamboohr.com/careers/67?source=indeed&src=indeed&postedDate=2026-05-27","AI Go-To-Market Team Intern","","San Francisco, CA, US","2026-05-27","parttime","","","","","",True,"","","","","","","","","","","","","","","","","indeed","San Francisco, CA","software developer internship"
"in-922c5e48439e1c14","indeed","https://www.indeed.com/viewjob?jk=922c5e48439e1c14","https://grnh.se/h6neolp81us","Senior Software Engineer I (Automation)","Smartsheet","Seattle, WA, US","2026-05-22","fulltime","direct_data","yearly",145000.0,193750.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Smartsheet","http://www.smartsheet.com","Bellevue, WA","1,001 to 5,000","$100M to $500M (USD)","","","","","","","indeed","Seattle, WA","junior software engineer"
"in-66d66d06c14a9d2b","indeed","https://www.indeed.com/viewjob?jk=66d66d06c14a9d2b","https://grnh.se/f5o5ma465us","Senior Drilling Engineer","KoBold Metals","Berkeley, CA, US","2026-05-21","fulltime","","","","","",True,"","","","","","https://www.indeed.com/cmp/Kobold-Metals","","","","","","","","","","","indeed","San Francisco, CA","junior software engineer"
"in-e586da290ae89bcd","indeed","https://www.indeed.com/viewjob?jk=e586da290ae89bcd","https://job-boards.eu.greenhouse.io/tensorops/jobs/4871911101","Junior AI/ML Engineer","TensorOps","Remote, US","2026-05-21","","direct_data","yearly",30000.0,35000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Tensorops","","","","","","","","","","","indeed","Remote","software engineer internship"
"in-ba77a00d9fec67f3","indeed","https://www.indeed.com/viewjob?jk=ba77a00d9fec67f3","https://grnh.se/65xx4gfj7us","Senior UI Software Engineer","eClinical Solutions, LLC","Mansfield Center, MA, US","2026-05-20","","direct_data","yearly",132000.0,162000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Eclinical-Solutions,-LLC","http://www.eclinicalsol.com","Mansfield","11 to 50","$1M to $5M (USD)","","","","","","","indeed","Boston, MA","junior software engineer"
"in-c4d96aa65ee33b43","indeed","https://www.indeed.com/viewjob?jk=c4d96aa65ee33b43","https://grnh.se/902d316v5us","Staff Software Engineer, Full Stack","Bennie","North Stamford, CT, US","2026-05-15","fulltime","direct_data","yearly",180000.0,230000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Bennie","","","","","","","","","","","indeed","New York, NY","junior software engineer"
"in-6d660cf7fffbe30f","indeed","https://www.indeed.com/viewjob?jk=6d660cf7fffbe30f","https://grnh.se/ta9525lw7us","Principal Engineer, AI Factory","Banyan Software","Seattle, WA, US","2026-05-14","","","yearly","","","USD",True,"","","","careers@banyansoftware.com","","https://www.indeed.com/cmp/Banyan-Software","https://www.banyansoftware.com","Boston","11 to 50","","","","","","","","indeed","Seattle, WA","junior software engineer"
"in-1b59dbfdb6b06618","indeed","https://www.indeed.com/viewjob?jk=1b59dbfdb6b06618","https://jobs.dayforcehcm.com/en-US/thg/ALLCAREERS/jobs/45123","Senior Application Engineer (REMOTE or HYBRID TO MA)","The Hanover Insurance Group","Worcester, MA, US","2026-05-14","fulltime","direct_data","yearly",101000.0,126000.0,"USD",True,"","","","HRServices@hanover.com","","https://www.indeed.com/cmp/The-Hanover-Insurance-Group","https://www.hanover.com","Worcester, MA","5,001 to 10,000","$5B to $10B (USD)","","","","","","","indeed","Boston, MA","junior software engineer"
"in-c08adb8279c02837","indeed","https://www.indeed.com/viewjob?jk=c08adb8279c02837","https://jobs.dayforcehcm.com/en-US/thg/ALLCAREERS/jobs/45104","Senior Application Engineer (REMOTE or HYBRID TO MA)","The Hanover Insurance Group","Worcester, MA, US","2026-05-14","fulltime","direct_data","yearly",101000.0,126000.0,"USD",True,"","","","HRServices@hanover.com","","https://www.indeed.com/cmp/The-Hanover-Insurance-Group","https://www.hanover.com","Worcester, MA","5,001 to 10,000","$5B to $10B (USD)","","","","","","","indeed","Boston, MA","junior software engineer"
"in-913e5b6e9eaafc6d","indeed","https://www.indeed.com/viewjob?jk=913e5b6e9eaafc6d","https://grnh.se/45kfjmn94us","Senior Site Reliability Engineer – Compute Platforms","Five9","San Ramon, CA, US","2026-05-13","","direct_data","yearly",82300.0,228800.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Five9","http://www.five9.com","San Ramon, CA","1,001 to 5,000","$100M to $500M (USD)","","","","","","","indeed","San Francisco, CA","junior software engineer"
"in-0e61930a6adace94","indeed","https://www.indeed.com/viewjob?jk=0e61930a6adace94","https://careers-americas.icims.com/jobs/25090/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f","Strategic Account Executive - East","Atlassian","New York, NY, US","2026-05-12","","direct_data","yearly",189700.0,255000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Atlassian","https://www.atlassian.com","Sydney","10,000+","Decline to state","","","","","","","indeed","New York, NY","junior software engineer"
"in-a9234f6ee4ddea28","indeed","https://www.indeed.com/viewjob?jk=a9234f6ee4ddea28","https://grnh.se/iskw068b1us","Staff Forward Deployed Engineer, AI/ML","DigitalOcean","San Francisco, CA, US","2026-05-08","","direct_data","yearly",220000.0,239000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Digitalocean","https://www.digitalocean.com/","105 Edgeview Drive, Suite 425, Broomfield, CO, United States, 80021","1,001 to 5,000","$1B to $5B (USD)","","","","","","","indeed","San Francisco, CA","junior software engineer"
"in-3258a0548cdec56b","indeed","https://www.indeed.com/viewjob?jk=3258a0548cdec56b","https://grnh.se/lpxh80o74us","Senior Software Engineer, Data","Sidecar Health","San Francisco, CA, US","2026-05-06","","","","","","",True,"","","","","","https://www.indeed.com/cmp/Sidecar-Health","https://www.sidecarhealth.com","El Segundo","11 to 50","","","","","","","","indeed","San Francisco, CA","junior software engineer"
"in-f795603f800fffe2","indeed","https://www.indeed.com/viewjob?jk=f795603f800fffe2","https://grnh.se/cws74ocw2us","Senior Software Engineer II","Freenome","Brisbane, CA, US","2026-05-05","","direct_data","yearly",161925.0,227325.0,"USD",True,"","","","","Health Care","https://www.indeed.com/cmp/Freenome","https://www.freenome.com","South San Francisco, CA","51 to 200","","","","","","","","indeed","San Francisco, CA","junior software engineer"
"in-ade2967abb1188ad","indeed","https://www.indeed.com/viewjob?jk=ade2967abb1188ad","https://grnh.se/3l1jpzh24us","Associate Director, Clinical Science","Natera","San Carlos, CA, US","2026-05-05","","direct_data","yearly",174700.0,218400.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Natera","https://www.natera.com","Austin, TX","5,001 to 10,000","$1B to $5B (USD)","","","","","","","indeed","San Francisco, CA","junior software engineer"
"in-e71606ecec080c06","indeed","https://www.indeed.com/viewjob?jk=e71606ecec080c06","https://grnh.se/icj9bwe24us","Director, Clinical Science","Natera","San Carlos, CA, US","2026-05-05","","direct_data","yearly",192600.0,240800.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Natera","https://www.natera.com","Austin, TX","5,001 to 10,000","$1B to $5B (USD)","","","","","","","indeed","San Francisco, CA","junior software engineer"
"in-f4e44bb4cfbf1729","indeed","https://www.indeed.com/viewjob?jk=f4e44bb4cfbf1729","https://grnh.se/wzsib4id2us","Senior Pre- & Post-Sales Customer Engineer, Enterprise","Pendo","San Francisco, CA, US","2026-05-04","","direct_data","yearly",193393.0,241742.0,"USD",True,"","","","accommodation@pendo.io","","https://www.indeed.com/cmp/Pendo","https://www.pendo.io/","Raleigh, NC","501 to 1,000","Decline to state","","","","","","","indeed","San Francisco, CA","junior software engineer"
"in-ef6e34719ba7097a","indeed","https://www.indeed.com/viewjob?jk=ef6e34719ba7097a","https://job-boards.greenhouse.io/codepath/jobs/5116524007","Senior Director of Curriculum","CodePath.org","Remote, US","2026-05-04","fulltime","direct_data","yearly",165000.0,239000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Codepath.org","https://www.codepath.org","San Francisco","11 to 50","","","","","","","","indeed","Remote","software engineer internship"
"in-e441b2189fa54348","indeed","https://www.indeed.com/viewjob?jk=e441b2189fa54348","https://jobs.lever.co/ttecdigital/f71b85ac-4ab1-40bf-9e1a-e5614dc5f0b0?lever-source=Indeed","Principal Architect, NICE CXone","TTEC Digital","Austin, TX, US","2026-04-24","fulltime","direct_data","yearly",170000.0,200000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Ttec-Digital-1","http://www.ttecdigital.com","Englewood, CO","1,001 to 5,000","Decline to state","","","","","","","indeed","Austin, TX","junior software engineer"
"in-704a55f78ff58d30","indeed","https://www.indeed.com/viewjob?jk=704a55f78ff58d30","https://grnh.se/hm2luz2q1us","Senior Software Engineer, Identity & Access Management","DigitalOcean","Boston, MA, US","2026-04-23","","direct_data","yearly",140800.0,176000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Digitalocean","https://www.digitalocean.com/","105 Edgeview Drive, Suite 425, Broomfield, CO, United States, 80021","1,001 to 5,000","$1B to $5B (USD)","","","","","","","indeed","Boston, MA","junior software engineer"
"in-657a9ac0c41c5916","indeed","https://www.indeed.com/viewjob?jk=657a9ac0c41c5916","https://careers.valant.io/jobs/595528-product-owner","Product Owner","Valant Medical Solutions","Seattle, WA, US","2026-04-21","","direct_data","yearly",75000.0,100000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Valant-Medical-Solutions-6","https://valant.io/","","","","","","","","","","indeed","Seattle, WA","junior software engineer"
"in-101d09ea47df0aab","indeed","https://www.indeed.com/viewjob?jk=101d09ea47df0aab","https://grnh.se/6o63n6wt4us","Senior Cloud Infrastructure Engineer","Five9","San Ramon, CA, US","2026-04-14","","direct_data","yearly",83800.0,200600.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Five9","http://www.five9.com","San Ramon, CA","1,001 to 5,000","$100M to $500M (USD)","","","","","","","indeed","San Francisco, CA","junior software engineer"
"in-9678cf1ef50b9f85","indeed","https://www.indeed.com/viewjob?jk=9678cf1ef50b9f85","https://grnh.se/3bxx7j4z1us","Senior Principal Forward Deployed AI Engineer (Remote Eligible)","Smartsheet","Bellevue, WA, US","2026-04-13","","direct_data","yearly",235000.0,315000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Smartsheet","http://www.smartsheet.com","Bellevue, WA","1,001 to 5,000","$100M to $500M (USD)","","","","","","","indeed","Seattle, WA","junior software engineer"
"in-7dc76ba5522f890c","indeed","https://www.indeed.com/viewjob?jk=7dc76ba5522f890c","https://grnh.se/3bxx7j4z1us","Senior Principal Forward Deployed AI Engineer (Remote Eligible)","Smartsheet","Bellevue, WA, US","2026-04-13","","direct_data","yearly",235000.0,315000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Smartsheet","http://www.smartsheet.com","Bellevue, WA","1,001 to 5,000","$100M to $500M (USD)","","","","","","","indeed","Seattle, WA","junior software engineer"
"in-117022e59fed6959","indeed","https://www.indeed.com/viewjob?jk=117022e59fed6959","https://apply.workable.com/j/C6F66C4E49","Senior Software Engineer","Newrich Network","Austin, TX, US","2026-04-08","fulltime","","","","","",True,"","","","","","https://www.indeed.com/cmp/Newrich-Network","","","","","","","","","","","indeed","Austin, TX","junior software engineer"
"in-5453a3a17dcbf0a5","indeed","https://www.indeed.com/viewjob?jk=5453a3a17dcbf0a5","https://grnh.se/3jd2qp573us","Engineer/Senior Engineer - Perception Capabilities","Motional","Remote, US","2026-04-06","","direct_data","yearly",136500.0,225000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Motional","https://www.motional.com","Boston, MA","501 to 1,000","Decline to state","","","","","","","indeed","Remote","software engineer internship"
"in-c5eff54bdf9af3e8","indeed","https://www.indeed.com/viewjob?jk=c5eff54bdf9af3e8","https://jobs.ashbyhq.com/praecipio/c7fc8d03-707c-48d3-9343-51359204daf9?utm_source=WLANzEpwMg","Atlassian Consultants - Ongoing Contracts","Praecipio Consulting","Austin, TX, US","2026-04-04","fulltime","","","","","",True,"","","","","","https://www.indeed.com/cmp/Praecipio-Consulting","https://www.praecipio.com","Austin","11 to 50","","","","","","","","indeed","Austin, TX","junior software engineer"
"in-db00badda76f8061","indeed","https://www.indeed.com/viewjob?jk=db00badda76f8061","https://grnh.se/3y4m1st2teu","Staff Software Engineer (Hardware Infrastructure)","Nebius","New York, NY, US","2026-03-30","","direct_data","yearly",175000.0,225000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Nebius","https://nebius.com/careers","Amsterdam, The Netherlands","1,001 to 5,000","","","","","","","","indeed","New York, NY","junior software engineer"
"in-723fc8faef70f569","indeed","https://www.indeed.com/viewjob?jk=723fc8faef70f569","https://nttglobaldatacenters.wd501.myworkdayjobs.com/en-US/External/job/Remote-USA/XMLNAME-5275-Senior-Associate-Electrical-Engineer_JR101056","5275 Associate Electrical Engineer","NTT Global Data Centers Americas, Inc.","Remote, US","2026-03-30","fulltime","direct_data","yearly",82300.0,152900.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Ntt-Global-Data-Centers-Americas,-Inc.","https://services.global.ntt/en-us/services-and-products/global-data-centers","Sacramento, CA","501 to 1,000","$100M to $500M (USD)","","","","","","","indeed","Remote","software engineer internship"
"in-1258de090538b6fd","indeed","https://www.indeed.com/viewjob?jk=1258de090538b6fd","https://jabil.wd5.myworkdayjobs.com/en-US/Jabil_Careers/job/Austin-TX/Principal-Structural-Engineer---Data-Center-Infrastructure--FE-_J2444359-1","Principal Structural Engineer – Data Center Infrastructure (FE)","Jabil","Austin, TX, US","2026-03-30","fulltime","direct_data","yearly",132400.0,238400.0,"USD",True,"","","","_Accessible@Jabil.com","","https://www.indeed.com/cmp/Jabil-176d8576","http://www.jabil.com","Saint Petersburg, FL","10,000+","more than $10B (USD)","","","","","","","indeed","Austin, TX","junior software engineer"
"in-dcf6e9eb298a2613","indeed","https://www.indeed.com/viewjob?jk=dcf6e9eb298a2613","https://jabil.wd5.myworkdayjobs.com/en-US/Jabil_Careers/job/Austin-TX/Sr-Principal-Electrical-Integration-Engineer---Facility---Data-Center-Infrastructure_J2444369","Sr. Principal Electrical Integration Engineer - Facility & Data Center Infrastructure","Jabil","Austin, TX, US","2026-03-30","fulltime","","","","","",True,"","","","_Accessible@Jabil.com","","https://www.indeed.com/cmp/Jabil-176d8576","http://www.jabil.com","Saint Petersburg, FL","10,000+","more than $10B (USD)","","","","","","","indeed","Austin, TX","junior software engineer"
"in-9dcb79d373afabc1","indeed","https://www.indeed.com/viewjob?jk=9dcb79d373afabc1","https://www2.jobdiva.com/portal/?a=m9jdnw9bk529dob7b0nhj8hmrmhgxe030ekfy8ww115xk0jkq5bxt25ll3hbstat#","Member of Technical Staff","ACL Digital","Austin, TX, US","2026-03-25","","","","","","",True,"","","","","","https://www.indeed.com/cmp/Acl-Digital","https://www.acldigital.com/","","","","","","","","","","indeed","Austin, TX","junior software engineer"
"in-3860b48fee9d8b01","indeed","https://www.indeed.com/viewjob?jk=3860b48fee9d8b01","https://www2.jobdiva.com/portal/?a=m9jdnw9bk529dob7b0nhj8hmrmhgxe030ekfy8ww115xk0jkq5bxt25ll3hbstat#","Associate Linux Engineer","ACL Digital","Austin, TX, US","2026-03-25","","","","","","",True,"","","","","","https://www.indeed.com/cmp/Acl-Digital","https://www.acldigital.com/","","","","","","","","","","indeed","Austin, TX","software engineer internship"
"in-0dee409d3d10ddde","indeed","https://www.indeed.com/viewjob?jk=0dee409d3d10ddde","https://intel.wd1.myworkdayjobs.com/en-US/External/job/Virtual-US/Senior-DSP-Algorithm-Engineer_JR0281792","Senior DSP Algorithm Engineer","Intel Corporation","Remote, US","2026-03-16","fulltime","direct_data","yearly",141910.0,269100.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Intel-Corporation","https://jobs.intel.com/","Santa Clara, CA","10,000+","more than $10B (USD)","","","","","","","indeed","Remote","software engineer internship"
"in-16de5bcb795d6fc7","indeed","https://www.indeed.com/viewjob?jk=16de5bcb795d6fc7","https://naylor.hrmdirect.com/employment/view.php?req=3664347&jbsrc=1014&location=8fa4d78b-9cb2-0e53-6f9e-b1b3e6cc8aed","Junior Developer","Naylor Association Solutions","Remote, US","2026-03-13","fulltime","","","","","",True,"","","","","","https://www.indeed.com/cmp/Naylor-Association-Solutions","https://www.naylor.com/","Gainesville","201 to 500","$100M to $500M (USD)","","","","","","","indeed","Remote","backend engineer internship"
"in-20ebbd1659adab31","indeed","https://www.indeed.com/viewjob?jk=20ebbd1659adab31","https://uhg.taleo.net/careersection/10000/jobdetail.ftl?job=2344531&lang=en","Full Stack and AI Engineer","Optum","Basking Ridge, NJ, US","2026-03-09","fulltime","direct_data","yearly",91700.0,163700.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Optum","https://www.optum.com","Eden Prairie, MN","10,000+","more than $10B (USD)","","","","","","","indeed","New York, NY","junior software engineer"
"in-c1910fa4b9572adb","indeed","https://www.indeed.com/viewjob?jk=c1910fa4b9572adb","https://allstateinsurance.contacthr.com/152742524","Applied Machine Learning Engineer (All Levels)","Allstate Insurance","Remote, US","2026-03-05","","direct_data","yearly",110000.0,181025.0,"USD",True,"","","","","Insurance","https://www.indeed.com/cmp/Allstate-Insurance","http://allstate.jobs","3100 Sanders Road
Northbrook, IL 60062","10,000+","more than $10B (USD)","","","","","","","indeed","Remote","software engineer internship"
"in-4430e869c21f362a","indeed","https://www.indeed.com/viewjob?jk=4430e869c21f362a","https://generalmotors.wd5.myworkdayjobs.com/en-US/Careers_GM/job/Mountain-View-California-United-States-of-America/Principal-AI---ML-Engineer---Embodied-AI_JR-202602487","Principal AI / ML Engineer - Embodied AI","General Motors (GM)","Mountain View, CA, US","2026-02-26","fulltime","direct_data","yearly",296300.0,453900.0,"USD",True,"","","","","","https://www.indeed.com/cmp/General-Motors-(gm)-1","http://www.gm.com","Detroit, MI","10,000+","more than $10B (USD)","","","","","","","indeed","San Francisco, CA","junior software engineer"
"in-3edc5d75e928710f","indeed","https://www.indeed.com/viewjob?jk=3edc5d75e928710f","https://grnh.se/53qj2t902us","Machine Learning Engineer II/III (Applied Research & Model Development)","PathAI","Boston, MA, US","2026-02-26","","direct_data","yearly",107250.0,200100.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Pathai","https://www.pathai.com","1325 Boylston St Suite 10000
Boston, MA 02215","","","","","","","","","indeed","Boston, MA","junior software engineer"
"in-7487b2d210cf8d72","indeed","https://www.indeed.com/viewjob?jk=7487b2d210cf8d72","https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=efc56a2b-ee00-4147-bb8a-4d2bf12302f1&ccId=19000101_000001&jobId=569005&source=IN&lang=en_US","Senior Full Stack Software Engineer","infinite choice","Austin, TX, US","2026-02-25","fulltime","direct_data","yearly",150000.0,180000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Infinite-Choice","","","","","","","","","","","indeed","Austin, TX","junior software engineer"
"in-c396a3878ba537bf","indeed","https://www.indeed.com/viewjob?jk=c396a3878ba537bf","https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=efc56a2b-ee00-4147-bb8a-4d2bf12302f1&ccId=19000101_000001&jobId=569004&source=IN&lang=en_US","Staff Full Stack Software Engineer","infinite choice","Austin, TX, US","2026-02-25","fulltime","direct_data","yearly",175000.0,195000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Infinite-Choice","","","","","","","","","","","indeed","Austin, TX","junior software engineer"
"in-c7933ce6e87f7544","indeed","https://www.indeed.com/viewjob?jk=c7933ce6e87f7544","https://affinitysolutions.hrmdirect.com/employment/view.php?req=3647807&jbsrc=1014&location=030482b2-a3ff-5a7c-0f85-d50e8eb12237","Sr. Data Quality Engineer I (37_2026.1)","Affinity Solutions","New York, NY, US","2026-02-24","fulltime","direct_data","yearly",130000.0,145000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Affinity-Solutions-1","","","Decline to state","Decline to state","","","","","","","indeed","New York, NY","junior software engineer"
"in-a486faa5190a556f","indeed","https://www.indeed.com/viewjob?jk=a486faa5190a556f","https://careerspage.io/springer-capital/backend-developer-internship-remote-sp101?src=17","Backend Developer Internship (Remote)","Springer Capital","Remote, US","2026-02-19","internship","","","","","",True,"","","","","","https://www.indeed.com/cmp/Springer-Capital","","","","","","","","","","","indeed","Remote","backend developer internship"
"in-a7dcae21c4bc215f","indeed","https://www.indeed.com/viewjob?jk=a7dcae21c4bc215f","https://focuskpi.applytojob.com/apply/PlSnEHomC5/Junior-AIML-Engineer-Remote?source=INDE&~","Junior AI/ML Engineer (Remote)","FocusKPI Inc.","Remote, US","2026-02-18","fulltime","","","","","",True,"","","","danz@focuskpi.com","","https://www.indeed.com/cmp/Focuskpi-Inc.","http://www.focuskpi.com","Santa Clara","51 to 200","less than $1M (USD)","","","","","","","indeed","Remote","backend engineer internship"
